Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
CARD_PAYMENT,Current,2023-01-07 06:08:43,2023-01-09 13:20:20,Seutabeokseukolia,-4.38,0.06,GBP,COMPLETED,1736.44
CARD_PAYMENT,Current,2023-01-05 08:39:41,2023-01-09 13:20:20,Seutabeokseukolia,-7.42,0.04,GBP,COMPLETED,1728.98
CARD_PAYMENT,Current,2023-01-07 10:06:24,2023-01-09 13:20:20,Sangsanggongganpeulleoseu,-4.98,0.07,GBP,COMPLETED,1723.93
CARD_PAYMENT,Current,2023-01-05 07:07:23,2023-01-09 13:20:20,Toosseompeulleiseu Incheo,-12.80,0.06,GBP,COMPLETED,1711.07
CARD_PAYMENT,Current,2023-01-05 13:13:18,2023-01-09 13:20:20,(joo)momatoosseomincheong,-13.29,0.07,GBP,COMPLETED,1697.71
CARD_PAYMENT,Current,2023-01-06 09:22:17,2023-01-09 13:20:20,Seutabeokseukolia,-4.18,0.02,GBP,COMPLETED,1693.51
CARD_PAYMENT,Current,2023-01-07 09:31:03,2023-01-09 13:21:15,Brothers Food     6545984,-3.65,0.06,GBP,COMPLETED,1689.80
CARD_PAYMENT,Current,2023-01-07 14:08:39,2023-01-09 13:21:15,Ministop  Mansu  2nd Stor,-23.37,0.35,GBP,COMPLETED,1666.08
CARD_PAYMENT,Current,2023-01-06 11:55:33,2023-01-09 13:22:12,(joo)atparks Skwaeeowo,-8.72,0.04,GBP,COMPLETED,1657.32
CARD_PAYMENT,Current,2023-01-05 18:02:30,2023-01-09 13:22:12,Gs25gooworlsungeujum,-6.31,0.03,GBP,COMPLETED,1650.98
CARD_PAYMENT,Current,2023-01-08 10:27:05,2023-01-09 13:22:13,Dlobtab Boochunyukjum,-6.30,0.09,GBP,COMPLETED,1644.59
CARD_PAYMENT,Current,2023-01-08 04:10:28,2023-01-09 13:22:13,Zies25(gs25) Boochunje,-3.92,0.06,GBP,COMPLETED,1640.61
CARD_PAYMENT,Current,2023-01-06 13:24:47,2023-01-09 13:22:13,Gs25gooworlsungeujum,-10.63,0.05,GBP,COMPLETED,1629.93
CARD_PAYMENT,Current,2023-01-05 17:25:23,2023-01-09 13:22:13,Zies25 Gooworlhyomyong,-0.60,0.00,GBP,COMPLETED,1629.33
CARD_PAYMENT,Current,2023-01-06 13:13:00,2023-01-09 13:22:13,Pijashab Namdongjum,-14.53,0.07,GBP,COMPLETED,1614.73
CARD_PAYMENT,Current,2023-01-05 15:11:43,2023-01-09 13:22:13,Zies25 Gooworlhyomyong,-4.16,0.02,GBP,COMPLETED,1610.55
CARD_PAYMENT,Current,2023-01-08 13:52:05,2023-01-09 13:22:13,Dlobtab Boochunyukjum,-3.85,0.06,GBP,COMPLETED,1606.64
CARD_PAYMENT,Current,2023-01-07 13:35:49,2023-01-09 13:22:13,Gs25gooworlsungeujum,-0.73,0.01,GBP,COMPLETED,1605.90
CARD_PAYMENT,Current,2023-01-09 13:22:21,,Puradak Daisanjeom,-11.87,0.06,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-08 11:08:12,2023-01-09 13:24:01,"Udemy, Inc.",-12.60,0.19,GBP,COMPLETED,1593.11
CARD_PAYMENT,Current,2023-01-10 05:52:27,,Cafe Town Take Out,-5.45,0.03,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-10 06:55:38,,Cafe Town Take Out,-10.20,0.05,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-10 11:28:18,,Yuganaedaggalbi,-13.88,0.07,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-10 11:43:10,,Cafe Town Take Out,-12.64,0.06,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-10 12:18:44,,Cafe Town Take Out,-3.45,0.02,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-09 15:12:02,2023-01-10 12:21:13,apple.com/bill,-7.99,0.00,GBP,COMPLETED,1585.12
CARD_PAYMENT,Current,2023-01-10 13:19:35,,7-Eleven,-11.95,0.06,GBP,PENDING,
CARD_PAYMENT,Current,2023-01-08 09:12:20,2023-01-10 14:31:56,Keompojeukeopi Songnaiyeo,-2.33,0.03,GBP,COMPLETED,1582.76
CARD_PAYMENT,Current,2023-01-08 13:32:13,2023-01-10 14:31:56,7-Eleven,-2.92,0.04,GBP,COMPLETED,1579.80
CARD_PAYMENT,Current,2023-01-06 11:31:52,2023-01-10 14:31:56,Hompeulleoseu Incheonyeon,-3.33,0.02,GBP,COMPLETED,1576.45
CARD_PAYMENT,Current,2023-01-08 09:00:26,2023-01-10 14:32:39,Good Morning  Pastry  Buc,-7.36,0.11,GBP,COMPLETED,1568.98
CARD_PAYMENT,Current,2023-01-07 06:04:47,2023-01-10 14:32:42,Ssiyugooueolyeoisoolhoigo,-1.20,0.02,GBP,COMPLETED,1567.76
CARD_PAYMENT,Current,2023-01-09 13:48:59,2023-01-10 14:33:20,Assabieo Boochunjum,-3.32,0.02,GBP,COMPLETED,1564.42
CARD_PAYMENT,Current,2023-01-11 07:51:25,,Seutabeokseukolia,-3.58,0.02,GBP,PENDING,
